station,date,DP10,DP1X,DT32,DX70,DX90,EMNT,EMXP,EMXT,HTDD,MNPN,MXPN,PRCP,TAVG,TMAX,country,latitude,longitude,elevation,location,geometry
ASN00008160,2010-01-01T00:00:00,22.0,3.0,,,,,1.43,,,,,10.45,,,GH,-30.5097,116.3728,300.0,MERIDALE,POINT (12954560.838187465 -3547547.3094615457)
ASN00008168,2015-01-01T00:00:00,44.0,4.0,,,,,2.3,,,,,18.72,,,GH,-28.5467,114.6244,70.0,HOWATHARRA,POINT (12759929.840484506 -3297662.0910870293)
ASN00008168,2020-01-01T00:00:00,34.0,3.0,,,,,1.54,,,,,14.76,,,GH,-28.5467,114.6244,70.0,HOWATHARRA,POINT (12759929.840484506 -3297662.0910870293)
ASN00008174,2010-01-01T00:00:00,22.0,3.0,,,,,2.02,,,,,11.89,,,GH,-30.5456,116.0778,320.0,NOONDINE,POINT (12921721.588403452 -3552163.699433595)
ASN00008200,2020-01-01T00:00:00,27.0,1.0,,,,,1.19,,,,,11.77,,,GH,-28.6936,115.0408,160.0,ERADU,POINT (12806283.276450826 -3316194.884310107)
ASN00008202,2010-01-01T00:00:00,20.0,3.0,,,,,1.32,,,,,9.98,,,GH,-30.6219,116.3794,300.0,BINDI BINDI NORTH,POINT (12955295.546826703 -3561980.865895122)
ASN00008202,2020-01-01T00:00:00,27.0,0.0,,,,,0.89,,,,,10.54,,,GH,-30.6219,116.3794,300.0,BINDI BINDI NORTH,POINT (12955295.546826703 -3561980.865895122)
ASN00008237,2015-01-01T00:00:00,25.0,4.0,,,,,1.77,,,,,12.76,,,GH,-28.6857,115.2806,260.0,TENINDEWA,POINT (12832977.690343054 -3315197.5590158445)
ASN00008237,2020-01-01T00:00:00,24.0,1.0,,,,,1.12,,,,,11.39,,,GH,-28.6857,115.2806,260.0,TENINDEWA,POINT (12832977.690343054 -3315197.5590158445)
ASN00008240,2010-01-01T00:00:00,24.0,1.0,,,,,1.15,,,,,10.31,,,GH,-28.8939,115.4539,244.0,COOLANGATTA,POINT (12852269.358097527 -3341506.988943726)
ASN00008240,2015-01-01T00:00:00,24.0,2.0,,,,,1.42,,,,,11.68,,,GH,-28.8939,115.4539,244.0,COOLANGATTA,POINT (12852269.358097527 -3341506.988943726)
ASN00008240,2020-01-01T00:00:00,22.0,0.0,,,,,0.87,,,,,9.53,,,GH,-28.8939,115.4539,244.0,COOLANGATTA,POINT (12852269.358097527 -3341506.988943726)
ASN00008251,2010-01-01T00:00:00,21.0,3.0,0.0,325.0,91.0,34.0,1.15,114.0,,,,10.24,71.1,83.7,GH,-27.7119,114.165,6.0,KALBARRI                               94401,POINT (12708789.666414078 -3192834.1737895836)
ASN00008251,2015-01-01T00:00:00,27.0,3.0,,338.0,86.0,,2.09,116.0,,,,14.93,,83.0,GH,-27.7119,114.165,6.0,KALBARRI                               94401,POINT (12708789.666414078 -3192834.1737895836)
ASN00008251,2020-01-01T00:00:00,22.0,2.0,0.0,346.0,60.0,42.0,1.91,109.0,,,,11.55,71.1,82.3,GH,-27.7119,114.165,6.0,KALBARRI                               94401,POINT (12708789.666414078 -3192834.1737895836)
ASN00008254,2015-01-01T00:00:00,20.0,3.0,,,,,2.26,,,,,12.21,,,GH,-30.7092,116.7744,280.0,KONDUT,POINT (12999266.745690046 -3573222.9432737753)
ASN00008254,2020-01-01T00:00:00,25.0,0.0,,,,,0.93,,,,,10.88,,,GH,-30.7092,116.7744,280.0,KONDUT,POINT (12999266.745690046 -3573222.9432737753)
ASN00008271,2010-01-01T00:00:00,24.0,0.0,,,,,0.83,,,,,9.28,,,GH,-28.8114,115.9675,340.0,NINDETHANA FARM,POINT (12909443.048568953 -3331075.4312607734)
ASN00008271,2015-01-01T00:00:00,26.0,3.0,,,,,2.8,,,,,13.71,,,GH,-28.8114,115.9675,340.0,NINDETHANA FARM,POINT (12909443.048568953 -3331075.4312607734)
ASN00008271,2020-01-01T00:00:00,22.0,1.0,,,,,1.09,,,,,9.77,,,GH,-28.8114,115.9675,340.0,NINDETHANA FARM,POINT (12909443.048568953 -3331075.4312607734)
ASN00008273,2010-01-01T00:00:00,19.0,1.0,,,,,1.65,,,,,11.16,,,GH,-29.3586,115.4503,280.0,ARENA,POINT (12851868.607930673 -3400422.6317668194)
ASN00008273,2020-01-01T00:00:00,30.0,3.0,,,,,1.23,,,,,15.85,,,GH,-29.3586,115.4503,280.0,ARENA,POINT (12851868.607930673 -3400422.6317668194)
ASN00008274,2015-01-01T00:00:00,33.0,2.0,,,,,2.18,,,,,13.57,,,GH,-28.4194,114.8186,200.0,NARALING,POINT (12781548.08559656 -3281623.133562152)
ASN00008274,2020-01-01T00:00:00,28.0,3.0,,,,,1.3,,,,,12.22,,,GH,-28.4194,114.8186,200.0,NARALING,POINT (12781548.08559656 -3281623.133562152)
ASN00008280,2020-01-01T00:00:00,21.0,1.0,,,,,1.28,,,,,9.01,,,GH,-27.5658,114.6733,220.0,EURARDY,POINT (12765373.363584297 -3174572.0538827265)
ASN00008285,2020-01-01T00:00:00,29.0,3.0,,,,,2.02,,,,,14.6,,,GH,-28.3181,114.7614,300.0,MATARANKA,POINT (12775180.610723186 -3268873.922615097)
ASN00008286,2010-01-01T00:00:00,28.0,2.0,,,,,1.42,,,,,11.49,,,GH,-28.275,114.6761,200.0,WUNDI,POINT (12765685.05815852 -3263453.253262665)
ASN00008286,2015-01-01T00:00:00,,,,,,,,,,,,16.77,,,GH,-28.275,114.6761,200.0,WUNDI,POINT (12765685.05815852 -3263453.253262665)
ASN00008286,2020-01-01T00:00:00,29.0,,,,,,,,,,,,,,GH,-28.275,114.6761,200.0,WUNDI,POINT (12765685.05815852 -3263453.253262665)
ASN00008290,2010-01-01T00:00:00,20.0,2.0,0.0,309.0,10.0,51.0,1.14,98.0,113.0,,,8.72,71.4,77.2,GH,-28.3008,113.5936,2.2,NORTH ISLAND                           94405,POINT (12645181.7093748 -3266697.842203025)
ASN00008290,2015-01-01T00:00:00,31.0,2.0,0.0,324.0,3.0,50.0,1.86,93.0,81.0,,,13.24,71.7,77.3,GH,-28.3008,113.5936,2.2,NORTH ISLAND                           94405,POINT (12645181.7093748 -3266697.842203025)
ASN00008294,2015-01-01T00:00:00,32.0,3.0,,,,,3.43,,,,,16.75,,,GH,-28.2094,115.285,260.0,WANDANA,POINT (12833467.496102544 -3255207.0190285323)
ASN00008295,2010-01-01T00:00:00,21.0,2.0,,,,,1.61,,,,,10.98,,,GH,-29.2094,115.2628,105.0,STRAWBERRY,POINT (12830996.203406934 -3381477.38505025)
ASN00008295,2015-01-01T00:00:00,20.0,0.0,,,,,0.95,,,,,9.07,,,GH,-29.2094,115.2628,105.0,STRAWBERRY,POINT (12830996.203406934 -3381477.38505025)
ASN00008298,2010-01-01T00:00:00,29.0,1.0,,,,,1.57,,,,,11.92,,,GH,-28.7597,114.937,265.0,TIBRADDEN,POINT (12794728.313306484 -3324542.5763970977)
ASN00008298,2015-01-01T00:00:00,32.0,5.0,,,,,1.42,,,,,15.22,,,GH,-28.7597,114.937,265.0,TIBRADDEN,POINT (12794728.313306484 -3324542.5763970977)
ASN00008299,2010-01-01T00:00:00,24.0,2.0,,,,,1.89,,,,,12.87,,,GH,-29.1103,115.3173,270.0,ARRADALE,POINT (12837063.115655167 -3368909.1815470043)
ASN00008299,2015-01-01T00:00:00,24.0,0.0,,,,,0.84,,,,,9.65,,,GH,-29.1103,115.3173,270.0,ARRADALE,POINT (12837063.115655167 -3368909.1815470043)
ASN00008300,2010-01-01T00:00:00,20.0,1.0,,,,,1.57,,,,,10.48,,,GH,-29.0692,115.0915,240.0,TABLETOP,POINT (12811927.174634045 -3363700.3270954313)
ASN00008300,2015-01-01T00:00:00,29.0,1.0,,,,,1.03,,,,,11.3,,,GH,-29.0692,115.0915,240.0,TABLETOP,POINT (12811927.174634045 -3363700.3270954313)
ASN00008304,2010-01-01T00:00:00,26.0,1.0,,,,,2.06,,,,,13.16,,,GH,-28.9571,114.9492,254.0,MOASCAR,POINT (12796086.411094164 -3349503.8599487725)
ASN00008304,2015-01-01T00:00:00,36.0,2.0,,,,,1.72,,,,,13.02,,,GH,-28.9571,114.9492,254.0,MOASCAR,POINT (12796086.411094164 -3349503.8599487725)
ASN00008307,2010-01-01T00:00:00,24.0,0.0,,,,,0.87,,,,,10.31,,,GH,-28.89,115.4397,260.0,COOLANGATTA ALERT,POINT (12850688.621328263 -3341013.6723700943)
ASN00008307,2015-01-01T00:00:00,24.0,2.0,,,,,1.26,,,,,10.75,,,GH,-28.89,115.4397,260.0,COOLANGATTA ALERT,POINT (12850688.621328263 -3341013.6723700943)
ASN00008308,2010-01-01T00:00:00,25.0,0.0,,,,,0.73,,,,,9.65,,,GH,-28.8,115.76,340.0,TARDUN HILL,POINT (12886344.254229348 -3329634.636531045)
ASN00008308,2015-01-01T00:00:00,25.0,3.0,,,,,1.87,,,,,11.59,,,GH,-28.8,115.76,340.0,TARDUN HILL,POINT (12886344.254229348 -3329634.636531045)
ASN00008309,2010-01-01T00:00:00,18.0,1.0,,,,,1.51,,,,,9.37,,,GH,-29.3,115.6597,240.0,BELLENDAINE,POINT (12875178.909302782 -3392978.3364255447)
ASN00008309,2015-01-01T00:00:00,26.0,1.0,,,,,2.41,,,,,12.23,,,GH,-29.3,115.6597,240.0,BELLENDAINE,POINT (12875178.909302782 -3392978.3364255447)
ASN00008310,2010-01-01T00:00:00,23.0,1.0,,,,,1.27,,,,,9.48,,,GH,-29.0291,115.5548,260.0,SOUTH HOLMWOOD ALERT,POINT (12863501.49471857 -3358620.230768606)
ASN00008310,2015-01-01T00:00:00,25.0,1.0,,,,,3.04,,,,,13.17,,,GH,-29.0291,115.5548,260.0,SOUTH HOLMWOOD ALERT,POINT (12863501.49471857 -3358620.230768606)
ASN00009006,2015-01-01T00:00:00,41.0,2.0,,,,,1.89,,,,,14.81,,,GH,-30.6256,115.7803,200.0,CHELSEA,POINT (12888604.03989245 -3562457.1262199692)
ASN00009009,2010-01-01T00:00:00,34.0,4.0,,,,,1.76,,,,,17.74,,,GH,-31.605,116.1114,100.0,LOWER CHITTERING,POINT (12925461.923294105 -3689181.8118979014)
ASN00009009,2015-01-01T00:00:00,47.0,1.0,,,,,1.44,,,,,19.7,,,GH,-31.605,116.1114,100.0,LOWER CHITTERING,POINT (12925461.923294105 -3689181.8118979014)
ASN00009010,2015-01-01T00:00:00,61.0,7.0,,,,,2.13,,,,,30.63,,,GH,-32.1486,116.0761,300.0,CHURCHMAN BROOK,POINT (12921532.345269103 -3760098.004642992)
ASN00009015,2010-01-01T00:00:00,39.0,5.0,,,,,1.82,,,,,21.84,,,GH,-32.0892,116.125,330.0,KARRAGULLEN NORTH,POINT (12926975.868368894 -3752328.25204232)
ASN00009015,2015-01-01T00:00:00,60.0,5.0,,,,,2.39,,,,,30.22,,,GH,-32.0892,116.125,330.0,KARRAGULLEN NORTH,POINT (12926975.868368894 -3752328.25204232)
ASN00009021,2010-01-01T00:00:00,30.0,2.0,3.0,256.0,75.0,30.0,3.02,110.0,1438.0,,,16.74,66.1,78.8,GH,-31.9275,115.9764,15.4,PERTH AIRPORT                          94610,POINT (12910433.792037012 -3731203.0425121514)
ASN00009021,2015-01-01T00:00:00,51.0,4.0,0.0,269.0,70.0,32.0,1.57,112.0,1056.0,,,22.76,67.1,78.8,GH,-31.9275,115.9764,15.4,PERTH AIRPORT                          94610,POINT (12910433.792037012 -3731203.0425121514)
ASN00009023,2015-01-01T00:00:00,51.0,7.0,,,,,2.07,,,,,31.33,,,GH,-32.3342,116.0755,240.0,JARRAHDALE,POINT (12921465.553574625 -3784408.226406572)
ASN00009024,2010-01-01T00:00:00,36.0,2.0,,,,,1.2,,,,,16.09,,,GH,-31.5608,116.0842,150.0,MARBLING,POINT (12922434.033144528 -3683434.106540651)
ASN00009024,2015-01-01T00:00:00,54.0,3.0,,,,,2.03,,,,,21.14,,,GH,-31.5608,116.0842,150.0,MARBLING,POINT (12922434.033144528 -3683434.106540651)
ASN00009025,2010-01-01T00:00:00,,,,,,,,,,,,18.56,,,GH,-31.8689,116.0167,15.0,MIDLAND,POINT (12914919.967515983 -3723556.544218552)
ASN00009025,2015-01-01T00:00:00,,,,,,,,,,,,19.99,,,GH,-31.8689,116.0167,15.0,MIDLAND,POINT (12914919.967515983 -3723556.544218552)
ASN00009030,2010-01-01T00:00:00,42.0,4.0,,,,,1.62,,,,,23.61,,,GH,-31.8972,116.1575,300.0,MUNDARING,POINT (12930593.751819674 -3727248.693448629)
ASN00009030,2015-01-01T00:00:00,59.0,5.0,,,,,1.66,,,,,28.77,,,GH,-31.8972,116.1575,300.0,MUNDARING,POINT (12930593.751819674 -3727248.693448629)
ASN00009031,2010-01-01T00:00:00,36.0,4.0,,,,,1.65,,,,,16.91,,,GH,-31.9564,116.1642,190.0,MUNDARING WEIR,POINT (12931339.592407988 -3734975.9084142144)
ASN00009031,2015-01-01T00:00:00,53.0,4.0,,,,,1.73,,,,,24.19,,,GH,-31.9564,116.1642,190.0,MUNDARING WEIR,POINT (12931339.592407988 -3734975.9084142144)
ASN00009033,2010-01-01T00:00:00,23.0,3.0,,,,,2.17,,,,,12.44,,,GH,-30.9719,116.2089,220.0,NEW NORCIA,POINT (12936315.573646449 -3607114.3869750528)
ASN00009033,2015-01-01T00:00:00,36.0,2.0,,,,,1.61,,,,,14.9,,,GH,-30.9719,116.2089,220.0,NEW NORCIA,POINT (12936315.573646449 -3607114.3869750528)
ASN00009039,2015-01-01T00:00:00,52.0,4.0,,,,,1.4,,,,,22.64,,,GH,-32.3536,116.005,120.0,SERPENTINE,POINT (12913617.529473698 -3786952.173442609)
ASN00009040,2010-01-01T00:00:00,27.0,1.0,,,,,1.44,,,,,13.11,,,GH,-31.1428,116.0539,170.0,WANNAMAL,POINT (12919061.052573493 -3629213.0915973647)
ASN00009040,2015-01-01T00:00:00,38.0,3.0,,,,,1.37,,,,,16.92,,,GH,-31.1428,116.0539,170.0,WANNAMAL,POINT (12919061.052573493 -3629213.0915973647)
ASN00009044,2015-01-01T00:00:00,60.0,6.0,,,,,2.61,,,,,32.86,,,GH,-32.1969,116.0617,200.0,WUNGONG DAM,POINT (12919929.34460168 -3766419.6020554826)
ASN00009053,2010-01-01T00:00:00,31.0,1.0,4.0,251.0,82.0,29.0,1.13,112.0,1481.0,,,10.43,66.2,79.4,GH,-31.6669,116.0189,40.0,PEARCE RAAF                            94612,POINT (12915164.870395727 -3697235.833214972)
ASN00009053,2015-01-01T00:00:00,51.0,1.0,0.0,272.0,88.0,32.0,1.3,114.0,1068.0,,,19.71,67.4,80.3,GH,-31.6669,116.0189,40.0,PEARCE RAAF                            94612,POINT (12915164.870395727 -3697235.833214972)
ASN00009054,2010-01-01T00:00:00,26.0,4.0,,,,,1.71,,,,,14.45,,,GH,-30.6033,115.6428,300.0,TAMBREY,POINT (12873297.609908376 -3559586.9708172763)
ASN00009066,2010-01-01T00:00:00,40.0,4.0,,,,,1.25,,,,,19.27,,,GH,-31.7908,116.1975,290.0,GIDGEGANNUP,POINT (12935046.531451406 -3713373.18892668)
ASN00009066,2015-01-01T00:00:00,52.0,4.0,,,,,1.29,,,,,23.29,,,GH,-31.7908,116.1975,290.0,GIDGEGANNUP,POINT (12935046.531451406 -3713373.18892668)
ASN00009106,2010-01-01T00:00:00,37.0,3.0,,,,,2.09,,,,,19.47,,,GH,-32.0486,115.9839,10.0,GOSNELLS CITY                          95604,POINT (12911268.688217964 -3747020.546929866)
ASN00009111,2010-01-01T00:00:00,,,,181.0,47.0,,,104.0,,,,23.17,,74.4,GH,-32.44,116.0744,286.0,KARNET                                 95614,POINT (12921343.102134753 -3798288.615084804)
ASN00009111,2015-01-01T00:00:00,69.0,7.0,,207.0,39.0,,2.57,106.0,,,,35.23,,74.2,GH,-32.44,116.0744,286.0,KARNET                                 95614,POINT (12921343.102134753 -3798288.615084804)
ASN00009112,2010-01-01T00:00:00,32.0,2.0,,,,,1.39,,,,,15.52,,,GH,-31.3928,116.0875,160.0,BINDOON,POINT (12922801.387464147 -3661612.659303094)
ASN00009112,2015-01-01T00:00:00,,,,,,,,,,,,23.39,,,GH,-31.3928,116.0875,160.0,BINDOON,POINT (12922801.387464147 -3661612.659303094)
ASN00009113,2015-01-01T00:00:00,62.0,6.0,,,,,2.25,,,,,31.61,,,GH,-32.1108,116.0953,250.0,ROLEYSTONE,POINT (12923669.679492332 -3755153.026005826)
ASN00009114,2010-01-01T00:00:00,31.0,0.0,,268.0,45.0,,0.94,112.0,,,,12.05,,77.6,GH,-31.0164,115.33,4.0,LANCELIN                               95606,POINT (12838476.87318824 -3612864.727085743)
ASN00009151,2015-01-01T00:00:00,50.0,2.0,,,,,1.65,,,,,21.8,,,GH,-31.9556,115.7928,20.0,SUBIACO TREATMENT PLANT,POINT (12889995.533527369 -3734871.453094691)
ASN00009168,2010-01-01T00:00:00,42.0,6.0,,,,,2.06,,,,,22.65,,,GH,-32.1189,116.1206,300.0,KARRAGULLEN,POINT (12926486.062609404 -3756212.4901782013)
ASN00009172,2010-01-01T00:00:00,42.0,4.0,11.0,259.0,72.0,27.0,1.44,109.0,1724.0,,,19.52,64.8,78.3,GH,-32.1011,115.8794,30.0,JANDAKOT AERO                          94609,POINT (12899635.801430067 -3753884.4098204784)
ASN00009172,2015-01-01T00:00:00,53.0,5.0,1.0,261.0,58.0,29.0,2.24,111.0,1294.0,,,25.64,65.7,77.8,GH,-32.1011,115.8794,30.0,JANDAKOT AERO                          94609,POINT (12899635.801430067 -3753884.4098204784)
ASN00009178,2010-01-01T00:00:00,35.0,2.0,25.0,256.0,81.0,25.0,1.12,112.0,1808.0,,,16.61,64.8,79.4,GH,-31.4628,115.8642,73.0,GINGIN AERO                            95612,POINT (12897943.745170008 -3670700.122958515)
ASN00009178,2015-01-01T00:00:00,52.0,4.0,3.0,265.0,71.0,27.0,1.39,112.0,1336.0,,,20.7,65.8,79.3,GH,-31.4628,115.8642,73.0,GINGIN AERO                            95612,POINT (12897943.745170008 -3670700.122958515)
ASN00009182,2015-01-01T00:00:00,56.0,4.0,,,,,1.85,,,,,25.41,,,GH,-31.9544,116.0014,25.0,MAIDA VALE,POINT (12913216.779306844 -3734714.771837701)
ASN00009183,2010-01-01T00:00:00,41.0,2.0,,,,,1.67,,,,,19.83,,,GH,-31.4978,115.5914,20.0,TWO ROCKS,POINT (12867575.788081603 -3675246.4267513147)
ASN00009192,2010-01-01T00:00:00,,,,,,,,,,,,18.56,,,GH,-32.0533,115.7647,15.0,FREMANTLE,POINT (12886867.455836078 -3747634.86396208)
ASN00009193,2010-01-01T00:00:00,49.0,2.0,0.0,210.0,21.0,46.0,1.31,106.0,839.0,,,18.75,66.3,72.4,GH,-32.0069,115.5022,43.1,ROTTNEST ISLAND                        94602,POINT (12857646.089502843 -3741571.51118759)
ASN00009193,2015-01-01T00:00:00,50.0,2.0,0.0,229.0,10.0,45.0,1.51,103.0,673.0,,,21.36,66.8,72.9,GH,-32.0069,115.5022,43.1,ROTTNEST ISLAND                        94602,POINT (12857646.089502843 -3741571.51118759)
ASN00009194,2010-01-01T00:00:00,38.0,3.0,2.0,248.0,65.0,32.0,1.39,111.0,1401.0,,,19.18,65.8,77.9,GH,-32.2208,115.8075,14.0,MEDINA RESEARCH CENTRE                 95608,POINT (12891631.93004203 -3769548.933015503)
ASN00009194,2015-01-01T00:00:00,,,,,,,,,,,,21.33,,,GH,-32.2208,115.8075,14.0,MEDINA RESEARCH CENTRE                 95608,POINT (12891631.93004203 -3769548.933015503)
ASN00009202,2010-01-01T00:00:00,36.0,3.0,,,,,1.46,,,,,17.46,,,GH,-31.8344,116.2197,300.0,MOUNT HELENA,POINT (12937517.824147018 -3719057.0622136057)
ASN00009202,2015-01-01T00:00:00,61.0,4.0,,,,,1.39,,,,,23.91,,,GH,-31.8344,116.2197,300.0,MOUNT HELENA,POINT (12937517.824147018 -3719057.0622136057)
ASN00009206,2010-01-01T00:00:00,37.0,4.0,,,,,2.03,,,,,21.17,,,GH,-32.0381,116.1264,280.0,PICKERING BROOK,POINT (12927131.715656005 -3745648.2515912)
ASN00009206,2015-01-01T00:00:00,66.0,5.0,,,,,1.83,,,,,30.56,,,GH,-32.0381,116.1264,280.0,PICKERING BROOK,POINT (12927131.715656005 -3745648.2515912)
ASN00009207,2010-01-01T00:00:00,38.0,4.0,,,,,1.77,,,,,19.93,,,GH,-32.0208,116.1167,220.0,PICKERING BROOK NORTH,POINT (12926051.91659531 -3743387.578165946)
ASN00009207,2015-01-01T00:00:00,62.0,5.0,,,,,1.77,,,,,28.89,,,GH,-32.0208,116.1167,220.0,PICKERING BROOK NORTH,POINT (12926051.91659531 -3743387.578165946)
ASN00009209,2010-01-01T00:00:00,40.0,7.0,,,,,2.18,,,,,22.69,,,GH,-32.4331,116.0289,280.0,SPRINGDALE,POINT (12916278.065303657 -3797382.8716529566)
ASN00009210,2015-01-01T00:00:00,45.0,3.0,,,,,1.43,,,,,18.14,,,GH,-30.8928,115.5789,70.0,LAKE NAMMEN,POINT (12866184.294446688 -3596899.6728238086)
ASN00009215,2010-01-01T00:00:00,44.0,4.0,0.0,247.0,49.0,37.0,1.91,109.0,1118.0,,,23.01,66.5,76.7,GH,-31.9558,115.7619,41.0,SWANBOURNE                             94614,POINT (12886555.761261856 -3734897.5668384554)
ASN00009215,2015-01-01T00:00:00,51.0,5.0,0.0,270.0,44.0,39.0,2.02,110.0,797.0,,,26.26,67.4,77.0,GH,-31.9558,115.7619,41.0,SWANBOURNE                             94614,POINT (12886555.761261856 -3734897.5668384554)
ASN00009225,2010-01-01T00:00:00,43.0,3.0,2.0,249.0,63.0,31.0,1.6,109.0,1430.0,,,19.83,65.9,77.6,GH,-31.9192,115.8728,24.9,PERTH METRO                            94608,POINT (12898901.092790829 -3730119.7072105175)
ASN00009225,2015-01-01T00:00:00,54.0,5.0,0.0,265.0,62.0,33.0,1.69,112.0,1019.0,,,24.32,67.1,78.2,GH,-31.9192,115.8728,24.9,PERTH METRO                            94608,POINT (12898901.092790829 -3730119.7072105175)
ASN00009239,2010-01-01T00:00:00,37.0,4.0,,,,,1.98,,,,,22.56,,,GH,-32.1753,116.0542,240.0,BEDFORDALE,POINT (12919094.44842073 -3763592.1339084287)
ASN00009240,2010-01-01T00:00:00,39.0,5.0,0.0,201.0,57.0,36.0,2.17,107.0,1917.0,,,22.55,63.3,74.2,GH,-32.0056,116.1364,384.0,BICKLEY                                95610,POINT (12928244.910563935 -3741401.6774162743)
ASN00009240,2015-01-01T00:00:00,61.0,7.0,0.0,203.0,38.0,36.0,2.39,106.0,1731.0,,,34.56,63.5,73.9,GH,-32.0056,116.1364,384.0,BICKLEY                                95610,POINT (12928244.910563935 -3741401.6774162743)
ASN00009241,2010-01-01T00:00:00,40.0,3.0,,,,,1.54,,,,,19.53,,,GH,-32.1308,116.0614,105.0,ROLEYSTONE WEST,POINT (12919895.948754441 -3757769.159121605)
ASN00009242,2010-01-01T00:00:00,38.0,6.0,,,,,2.09,,,,,21.68,,,GH,-32.3956,115.9744,48.0,CLOON,POINT (12910211.153055428 -3792461.575869819)
ASN00009242,2015-01-01T00:00:00,53.0,6.0,,,,,2.32,,,,,24.89,,,GH,-32.3956,115.9744,48.0,CLOON,POINT (12910211.153055428 -3792461.575869819)
ASN00009244,2010-01-01T00:00:00,32.0,4.0,,,,,1.22,,,,,17.74,,,GH,-31.8219,116.0367,40.0,HERNE HILL,POINT (12917146.357331846 -3717427.234339618)
ASN00009248,2010-01-01T00:00:00,32.0,2.0,,,,,1.2,,,,,13.58,,,GH,-31.332,115.9513,113.0,MOONDAH BROOK,POINT (12907639.672818104 -3653725.098410786)
ASN00009248,2015-01-01T00:00:00,49.0,2.0,,,,,1.4,,,,,18.82,,,GH,-31.332,115.9513,113.0,MOONDAH BROOK,POINT (12907639.672818104 -3653725.098410786)
ASN00009249,2010-01-01T00:00:00,,,,,,,,,,,,18.96,,,GH,-31.6992,115.8628,60.0,MARIGINIUP,POINT (12897787.897882897 -3701440.648350365)
ASN00009252,2010-01-01T00:00:00,33.0,1.0,,,,,1.07,,,,,15.43,,,GH,-31.7683,116.2475,190.0,NOBLE FALLS,POINT (12940612.50599107 -3710441.056399046)
ASN00009252,2015-01-01T00:00:00,49.0,2.0,,,,,1.16,,,,,20.73,,,GH,-31.7683,116.2475,190.0,NOBLE FALLS,POINT (12940612.50599107 -3710441.056399046)
ASN00009253,2010-01-01T00:00:00,38.0,3.0,,,,,1.54,,,,,18.11,,,GH,-32.3906,115.8489,7.0,HOPELANDS,POINT (12896240.55696087 -3791805.5590432156)
ASN00009256,2010-01-01T00:00:00,42.0,2.0,0.0,210.0,31.0,,,,,,,,,,GH,-32.2433,115.6839,6.0,GARDEN ISLAND HSF                      95607,POINT (12877872.84097998 -3772495.7149967104)
ASN00009256,2015-01-01T00:00:00,46.0,1.0,0.0,224.0,19.0,41.0,1.54,103.0,809.0,,,18.74,66.5,73.4,GH,-32.2433,115.6839,6.0,GARDEN ISLAND HSF                      95607,POINT (12877872.84097998 -3772495.7149967104)
ASN00009257,2015-01-01T00:00:00,54.0,3.0,,,,,2.14,,,,,26.31,,,GH,-32.1569,115.9275,20.0,FORRESTDALE,POINT (12904990.268937223 -3761184.083924279)
ASN00009258,2015-01-01T00:00:00,54.0,3.0,,,,,1.43,,,,,25.0,,,GH,-32.2156,115.8758,18.0,ANKETELL,POINT (12899235.05126321 -3768868.0037240325)
ASN00009260,2015-01-01T00:00:00,59.0,4.0,,,,,1.83,,,,,27.81,,,GH,-32.4697,116.2143,574.0,MOUNT SOLUS,POINT (12936916.698896732 -3802188.0492019276)
ASN00009264,2015-01-01T00:00:00,48.0,3.0,,,,,2.45,,,,,19.12,,,GH,-31.7078,115.7242,20.0,TAMALA PARK (MINDARIE),POINT (12882359.01645895 -3702560.445778345)
ASN00009500,2015-01-01T00:00:00,68.0,2.0,0.0,143.0,1.0,41.0,1.57,99.0,1442.0,,,23.49,62.2,68.6,GH,-35.0289,117.8808,3.0,ALBANY                                 94801,POINT (13122430.630303724 -4143283.172999788)
ASN00009506,2015-01-01T00:00:00,51.0,5.0,,,,,2.32,,,,,25.26,,,GH,-34.4678,116.9169,180.0,BANGALUP,POINT (13015129.773128089 -4067608.698103788)
ASN00009507,2015-01-01T00:00:00,45.0,2.0,,,,,1.3,,,,,18.09,,,GH,-32.6836,116.5194,350.0,BANNISTER,POINT (12970880.27553776 -3830310.3278415245)
ASN00009513,2015-01-01T00:00:00,51.0,4.0,,,,,1.88,,,,,22.77,,,GH,-33.2136,115.85,30.0,BRUNSWICK JUNCTION,POINT (12896363.008400742 -3900286.398944521)
ASN00009515,2015-01-01T00:00:00,,,,,,,,,,,,22.07,,,GH,-33.6611,115.3456,4.0,BUSSELTON SHIRE,POINT (12840213.457244616 -3959703.6204925966)
ASN00009518,2015-01-01T00:00:00,59.0,3.0,0.0,,,,,,,,,,,,GH,-34.3728,115.1358,13.0,CAPE LEEUWIN                   GSN     94601,POINT (12816858.628076186 -4054847.2648785585)
AU000005010,1995-01-01T00:00:00,104.0,3.0,98.0,87.0,2.0,5.0,2.02,96.0,5568.0,,,41.77,49.4,56.5,GH,48.05,14.1331,383.0,KREMSMUENSTER                  GSN     11012,POINT (1573289.495330415 6083382.330355887)
AU000005010,1996-01-01T00:00:00,99.0,11.0,123.0,84.0,0.0,-3.0,1.74,89.0,6716.0,,,46.26,46.6,53.4,GH,48.05,14.1331,383.0,KREMSMUENSTER                  GSN     11012,POINT (1573289.495330415 6083382.330355887)
